,Size,Society,Location,total_sqft,Available by,Age(in yrs),Status,Price(In Lakhs)
30468,3,Kohinoor Courtyard One,Wakad,1245,Ready To Move,3,Resale,92
30469,3,Supreme Estia Phase I,Baner,974, May 2025,0,New,139
30470,1,Manav Swapnalok Phase II,Fursungi,332,Ready To Move,1,Resale,32.96
30471,2,Goel Ganga Avanta,Hadapsar,1123,Ready To Move,2,Resale,90
30472,2,Kolte Patil Umang Homes Phase 1,Wagholi,890, May 2023,0,New,34
30473,2,GK Arise,Tathawade,896, Dec 2027,0,New,53.25
30474,1,Samruddhi Classic,Dhayari,610, Jun 2024,0,New,35
30475,2,Amanora Aspire Towers,Hadapsar,1100,Ready To Move,8,Resale,180
30476,3,Dhamale Ramkrishna Paradise,Dhayari,1280, Mar 2025,0,New,71
30477,2,Polite Paradise,Dhanori,934, Nov 2026,0,New,42.03
30478,3,Kunal Aspiree,Balewadi,1908,Ready To Move,3,Resale,175
30479,3,Kolte Patil 24K Sereno Building A,Baner,1570,Ready To Move,3,Resale,190
30480,2,Prathmesh Elite,Kothrud,1240, May 2025,0,New,129
30481,3,Abitante,Bavdhan,1170, Dec 2026,0,New,80
30482,2,Diamond Nexus Nexus Gulmohar,Alandi,509, Jun 2025,0,New,35.08
30483,3,Duville Riverdale Residences I,Kharadi,1203, Sep 2021,0,New,165
30484,2,Majestique Marbella Phase IV,Kharadi,691, Dec 2025,0,New,87
30485,2,Bhandari 32 Pinewood Drive Phase 1,Hinjewadi,627, Nov 2020,0,New,62.07
30486,3,Parmar Parmar Park,Wanowrie,1950,Ready To Move,12,Resale,170
30487,3,Kolte Patil Green Olive C And D,Hinjewadi,846, Dec 2024,0,New,78.49
30488,4,Legacy The Statement,Rahatani,2157, Feb 2027,0,New,200
30489,2,Kolte Patil Cheryl,Kharadi,1080, May 2026,0,New,88
30490,4,Rahul Arcus Bldg E,Baner,2812, Sep 2023,0,New,251
30491,2,Naiknavare Avon Vista Project 1,Balewadi,734, Feb 2023,0,New,88
30492,2,Smile Kaizen,Balewadi,1220,Ready To Move,6,Resale,85
30493,4,Marvel Isola,NIBM Annex Mohammadwadi,4700, Nov 2022,0,New,285
30494,1,Neeti Neeti Privilege,Hinjewadi,520, Dec 2026,0,New,28
30495,3,5 Star Royal Entrada Phase II,Wakad,1580,Ready To Move,3,Resale,120
30496,2,Reputed Builder Wakad Centre Co-Op Housing,Wakad,930,Ready To Move,3,Resale,82
30497,4,Panchshil One North,Hadapsar,4600,Ready To Move,8,Resale,510
30498,2,Paranjape Forest Trails,Bhugaon,1700,Ready To Move,4,Resale,450
30499,2,Three S Shaurya Residence,Lohegaon,950,Ready To Move,2,Resale,48
30500,2,Vascon Forest Edge,Kharadi,810,Ready To Move,2,Resale,98
30501,2,Sanskruti Sanskruti Meander Wing A,Wagholi,856, Aug 2026,0,New,36.52
30502,2,Shivam Serene Scapes,Ravet,965,Ready To Move,8,Resale,54.9
30503,3,Eklavya Ekaika,Baner,1430, Dec 2027,0,New,145
30504,3,Goel Ganga Ganga Platino Building P Q R,Kharadi,1650, Mar 2024,0,New,200
30505,2,Kumar Palaash A,Wadgaon Sheri,1000,Ready To Move,2,Resale,63
30506,2,GK Silverland Residency Phase III,Ravet,825,Ready To Move,0,Resale,46
30507,3,Pinnacle Neelanchal Phase I,Sus,1378, May 2026,0,New,91.36
30508,2,Hubtown Countrywoods Building 5,Kondhwa,1012, Aug 2023,0,New,47.5
30509,2,Sukhwani Skylines,Wakad,1026, May 2024,0,New,61.5
30510,4,Reputed Builder Kudale Patil Paradise,Kothrud,2538,Ready To Move,4,Resale,345
30511,2,Saarrthi Shilp,Kothrud,850, Dec 2025,0,New,88
30512,2,Choice Goodwill Crescent,Mundhwa,948, Aug 2024,0,New,49
30513,4,Naiknavare Eminence Project 1,Viman Nagar,2101, Jan 2023,0,New,320
30514,2,G Corp Greens,Thergaon,1200,Ready To Move,7,Resale,110
30515,2,Arihant Prathamesh Apartment,Kondhwa,1060, Jun 2023,0,New,54
30516,1,New Front 48 East Park,Hadapsar,648, Mar 2027,0,New,35
30517,2,Vertical Alcinia,NIBM Annex Mohammadwadi,685, Nov 2026,0,New,38
30518,1,Harshmay Heights,Mohan Nagar Main Road,800, Dec 2021,0,New,42
30519,2,Pride Purple Park Titan Phase II,Hinjewadi,1065, Mar 2025,0,New,75
30520,4,Kasturi Epitome,Maval,5000,Ready To Move,4,Resale,70
30521,3,Duville Duville Riverdale Grand,Kharadi,1601, Sep 2028,0,New,113
30522,2,Vilas Yashwin Enchante Phase 1,Wagholi,613, Jun 2027,0,New,65.99
30523,2,Kunal Belleza,Bavdhan,900,Ready To Move,9,Resale,85.21
30524,2,Ideal Avenue,Kharadi,1100,Ready To Move,2,Resale,76
30525,3,Shaligram Pavillia,Gahunje,1250, May 2024,0,New,53.5
30526,1,Mont Vert Vesta,Wakad,750, Dec 2027,0,New,38
30527,2,Oxy Eterno,Dhanori,618, Dec 2023,0,New,67.99
30528,3,Swadik ANP Ultimus,Wakad,1130, Jun 2027,0,New,94
30529,3,Kolte Patil Centria,Undri,1046, Mar 2022,0,New,107
30530,2,Supreme Estia,Baner,669, Dec 2025,0,New,75.66
30531,4,Bhandari 7 Plumeria Drive Phase 1,Pimple Saudagar,2539,Ready To Move,4,Resale,215
30532,2,Shapoorji Pallonji Joyville Phase 2,Hinjewadi,529, Nov 2022,0,New,52.45
30533,2,Yashada Splendid Courtyard,Lohegaon,950, May 2023,0,New,58
30534,2,Kakkad La Vida,Balewadi,1124, Mar 2026,0,New,112
30535,3,Bafana Aloha Towers,Baner,1620, Jul 2025,0,New,167
30536,3,Akshar Elementa,Tathawade,1500, Feb 2026,0,New,105
30537,3,Rohan Abhilasha,Wadgaon Sheri,2000,Ready To Move,3,Resale,190
30538,3,Lohia Vallonia,Bavdhan,1655,Ready To Move,7,Resale,151
30539,1,Majestique Manhattan,Wagholi,450,Ready To Move,1,Resale,34
30540,2,Austin Lush,Tathawade,950, May 2025,0,New,69.3
30541,4,Pride Aashiyana,Kondhwa Budruk,1500, Dec 2027,0,New,150
30542,2,Gagan Ela,NIBM Annex Mohammadwadi,651,Ready To Move,0,Resale,77.63
30543,2,Unique Unique K Shire,Punawale,793, Apr 2025,0,New,69.66
30544,2,Kasturi La Vida Loca,Pimple Saudagar,1050, May 2025,0,New,66
30545,3,Bramhacorp Hues Of Sky,Sopan Baug,1246, Dec 2029,0,New,218
30546,2,Welworth Tinseltown,Bavdhan,1100,Ready To Move,2,Resale,87
30547,2,Vilas Yashwin Supernova,Wakad,950, Aug 2025,0,New,65
30548,2,Duville Riverdale Heights,Wagholi Road,1300, Nov 2020,0,New,42.9
30549,2,Sharada Oxford Premium,Wanowrie,1030,Ready To Move,16,Resale,95
30550,2,Kumar Park Infinia,Fursungi,1150, Nov 2023,0,New,47.15
30551,2,VTP Euphoria,Manjari,754, Dec 2026,0,New,67.82
30552,2,Saheel Itrend Homes Phase III,Hinjewadi,460, Nov 2026,0,New,44.18
30553,2,The Excellaa Florence,Pirangut,597, Nov 2024,0,New,35
30554,2,Rahul Sky Crest,Hadapsar,678, Dec 2025,0,New,47.06
30555,3,Sonigara Indralok Apartment,Mamurdi,1000,Ready To Move,17,Resale,64.5
30556,1,Rohan Rohan Nidita,Kondhwa Budruk,350,Ready To Move,1,Resale,21.21
30557,3,Sushila Sadan,Erandwane,1600,Ready To Move,3,Resale,250
30558,2,Welworth Paradise,Baner,1045,Ready To Move,9,Resale,90
30559,2,Diamond Nexus Nirvana Beyond,Hinjawadi Village,779,Ready To Move,2,Resale,52.94
30560,5,Kundan Divine,Wanowrie,3500, Dec 2023,0,New,300
30561,3,Lodha Belmondo,Gahunje,1445, Jun 2025,0,New,175
30562,2,Goel Ganga Newtown Phase I,Dhanori,1045, Nov 2023,0,New,47.02
30563,2,Nyati Elysia II,Kharadi,1016, Feb 2023,0,New,73.23
30564,1,Venkatesh Oxy Desire,Wagholi,700, Oct 2024,0,New,30
30565,3,Bansal Shiva Heights,Pimple Saudagar,1500, May 2022,0,New,95
30566,4,Image Golfland I And II,Lavale,2344, Dec 2028,0,New,314
30567,4,Mantra Mirari Phase 2,Mundhwa,1563, Jun 2026,0,New,220
30568,3,Paranjape Gloria Grace,Bavdhan,1620, Aug 2025,0,New,112
30569,1,Nanded Mangal Bhairav,Dhayari,600,Ready To Move,7,Resale,40
30570,1,Duville Riverdale Heights,Kharadi,760, Aug 2024,0,New,88.29
30571,3,Dolphin Casa Grande B Wing,Ravet,1347,Ready To Move,2,Resale,80
30572,3,Vision Aristo,Ravet,1340, Feb 2026,0,New,76.24
30573,3,Vardhaman Moonstone,Tathawade,1245, Aug 2024,0,New,79
30574,2,Kalpataru Serenity,Manjari,715,Ready To Move,8,Resale,59.75
30575,3,Dasscon Yoo One Phase I,NIBM Annex Mohammadwadi,1800,Ready To Move,3,Resale,189
30576,2,Rama Krystal One,Chikhali,886, Sep 2024,0,New,43
30577,2,Kumar Princetown Royal,Undri,1120,Ready To Move,2,Resale,54
30578,3,Amit Astonia Royale,Ambegaon Budruk,1582,Ready To Move,3,Resale,89
30579,3,Enerrgia Skyi Songbirds,Bavdhan,2454,Ready To Move,3,Resale,120
30580,3,Bhandari 7 Plumeria Drive Phase 1,Tathawade,1029, Nov 2022,0,New,120
30581,2,VTP Earth One,Wakad,960, Oct 2028,0,New,72
30582,2,Adi Skyline,Wakad,1040,Ready To Move,8,Resale,78
30583,3,K Raheja Vistas Premiere,NIBM Annex Mohammadwadi,2300, Nov 2022,0,New,169
30584,2,Reputed Builder Kubera Park,Kondhwa,980, Oct 2024,0,New,75
30585,2,Reputed Builder Madhuban Classic,Vishrantwadi,1000,Ready To Move,2,Resale,65
30586,3,Shree Shree Venkatesh Skydale,Kothrud,954, Mar 2024,0,New,151
30587,2,Puravankara Aspire,Bavdhan,1080, Feb 2024,0,New,88
30588,3,Paranjape Gloria Grace,Bavdhan,1550, Aug 2025,0,New,115
30589,2,Saarrthi Codename 1873,Mahalunge,979,Ready To Move,5,Resale,54
30590,2,Sara Sanskruti,Chakan,1000, May 2030,0,New,29.5
30591,2,Millennium Atlas,Tathawade,862, Nov 2023,0,New,49.25
30592,2,Navratna Exotica,Balewadi,1180,Ready To Move,2,Resale,43.5
30593,1,Shivkrupa Prestige,Dhayari,771, Dec 2022,0,New,36.23
30594,2,Sonigara Presidency,Ravet,757, Nov 2022,0,New,63.24
30595,1,Kolte Patil Three Jewels,Kondhwa,480, Dec 2020,0,New,38.28
30596,3,Rahul Construction Rahul Downtown,Punawale,979, Apr 2025,0,New,80
30597,4,Nyati Elan Central II,Lohegaon,1850,Ready To Move,4,Resale,65
30598,3,Raviraj Ozone Villas,Wagholi,2100, Dec 2028,0,New,101
30599,3,Shriram Nysa,Dhanori,1042, Dec 2027,0,New,86.42
30600,4,Gagan Gagan 33,Baner,4079, Feb 2026,0,New,350
30601,1,Rucha Stature,Dhanori,610, Jun 2024,0,New,38
30602,2,Anandtara Silicon Bay Phase I,Wadgaon Sheri,875, Nov 2022,0,New,80.85
30603,2,TCG West End Village Phase II Building H,Kothrud,1060,Ready To Move,3,Resale,116
30604,1,Duville Riverdale Heights,Kharadi,772, Jun 2025,0,New,89.69
30605,2,Paranjape Gloria Grace,Bavdhan,1158,Ready To Move,9,Resale,82.32
30606,2,Teerth Avila,Sus,797, Mar 2026,0,New,75.1
30607,3,Rahul Construction Rahul Downtown,Punawale,1148, Apr 2025,0,New,70
30608,1,Shilpiproperty Arunaren Residency,Kharadi,829, Aug 2022,0,New,50
30609,2,Kriasla 41 Evoke Phase 1,Ravet,1105, Jan 2024,0,New,69
30610,2,DNV Elvira A,Tathawade,950,Ready To Move,4,Resale,49.85
30611,1,JSK Sai Planet,Mamurdi,687, Dec 2025,0,New,35.15
30612,2,ARV New Town,Undri,978, Nov 2025,0,New,36.08
30613,3,Kalpataru Crescendo,Wakad,1400, Feb 2025,0,New,135
30614,2,Raviraj Rakshak Nagar Gold,Kharadi,1053,Ready To Move,12,Resale,75
30615,2,Somani Dream Home Phase 1,Punawale,1023, Dec 2025,0,New,49.57
30616,2,Lodha Belmondo,Gahunje,1450, Nov 2026,0,New,91
30617,2,Bhujbal Township Apartment,Kothrud,1100, Dec 2026,0,New,98
30618,3,Pharande Puneville,Tathawade,1324, Mar 2027,0,New,117
30619,3,Mantra Mirari,Mundhwa,1112, Jun 2025,0,New,86
30620,2,Five Star ANP Memento,Wakad,990, Mar 2026,0,New,70.5
30621,2,Reputed Builder Flower Valley,Wanowrie,1250,Ready To Move,2,Resale,108
30622,2,Rama Celestial City Phase II Building A E H,Ravet,764, Sep 2022,0,New,66.94
30623,3,Kumar Parc Residences A1,Hadapsar,1617, Nov 2026,0,New,110
30624,4,Amanora Future Towers,Hadapsar,1976, May 2023,0,New,120
30625,1,VTP Township Codename Pegasus,Kharadi,600, Jul 2022,0,New,31.5
30626,2,Abhinav Pebbles II,Bavdhan,1135, Dec 2025,0,New,95
30627,1,Satyam Serenity A,Wadgaon Sheri,426, Dec 2023,0,New,51
30628,2,Oxford Florida Estate,Mundhwa,1008,Ready To Move,15,Resale,75
30629,2,Nirman Altius Wing B,Kharadi,769, May 2023,0,New,82.13
30630,2,GDS Capital City,Mundhwa,1000, Nov 2022,0,New,2.65
30631,4,Ashwamedh Integra,Baner,2546, Nov 2026,0,New,320
30632,2,Ravinanda Skylights,Wagholi,1150,Ready To Move,6,Resale,43
30633,2,Space 64 Meridien,Ravet,920, Oct 2023,0,New,55
30634,2,Kakkad La Vida,Balewadi,1138, Aug 2026,0,New,95
30635,5,Amar Landmark,Pashan,4500, Nov 2026,0,New,710
30636,1,Paranjape Forest Trails,Bhugaon,530, Nov 2023,0,New,39
30637,2,Majestique Palm Atlantis,Wagholi,1050,Ready To Move,6,Resale,40
30638,2,Waghere Rajveer Nucleus,Wakad,1080, May 2028,0,New,70
30639,2,Mahalaxmi Zen Estate,Kharadi,1247, Dec 2024,0,New,75.98
30640,3,Puraniks Sayama,Maval,2600, Aug 2023,0,New,280
30641,2,Lohia Vallonia,Bavdhan,1200, Nov 2026,0,New,96
30642,1,Devi Sacred Heart Town,Wanowrie,700,Ready To Move,10,Resale,60
30643,2,Pride World City,Lohegaon,680, May 2023,0,New,43
30644,2,Rising Kohinoor Jeeva B Wing,Bibwewadi,1005, Aug 2024,0,New,84
30645,1,Gagan Micasaa,Wagholi,705, May 2028,0,New,33
30646,2,Choice Goodwill Crescent,Mundhwa,1015,Ready To Move,2,Resale,66
30647,2,Malpani Vivanta,Moi,1000,Ready To Move,1,Resale,12
30648,2,Legacy Bellezza,Tathawade,1026, Nov 2028,0,New,58.66
30649,3,VTP Blue Waters,Mahalunge,1112, May 2022,0,New,101
30650,2,Sancheti Mount Castle,Wagholi,606, Nov 2022,0,New,32.82
30651,2,Puravankara Aspire,Pashan,1050,Ready To Move,2,Resale,84.5
30652,3,Keshav Polaris,Mundhwa,1220, May 2024,0,New,84
30653,3,Supreme Belmac Residences,Wadgaon Sheri,1927,Ready To Move,3,Resale,197
30654,1,Puraniks Abitante Fiore Phase 2A,Bavdhan,489, May 2030,0,New,43.99
30655,2,Swaraj Homes Shrawasti Apartment,Kondhwa,985,Ready To Move,2,Resale,60
30656,2,Rahul Arcus Phase I Bldg A,Baner,925,Ready To Move,2,Resale,87.41
30657,1,Aarav Castles,Kharadi,683, May 2026,0,New,50
30658,2,Vilas Yashwin Orizzonte Phase II,Kharadi,670, Dec 2025,0,New,84.99
30659,3,Someshwar Purple Touch Phase 3,Lohegaon,1500, May 2027,0,New,55
30660,3,Chaphalkar Elina Living Phase III,Kondhwa,1200, May 2024,0,New,90
30661,2,Majestique Manhattan,Wagholi,940, Nov 2022,0,New,40
30662,1,Vardhaman Palm Rose,Tathawade,700, Aug 2023,0,New,40
30663,2,Vivanta Vantage Twenty One,Pimple Saudagar,830, Apr 2027,0,New,121
30664,1,Badhekar Keshar,Kothrud,586, Mar 2024,0,New,111
30665,2,Guardian Eastern Meadows Phase 1,Kharadi,900, Jun 2025,0,New,70
30666,3,Austin Arena,Tathawade,1326, Dec 2025,0,New,88.51
30667,3,Paranjape Blue Ridge,Tathawade,1800,Ready To Move,3,Resale,115
30668,3,Godrej Prana,Erandwane,1563, Nov 2025,0,New,250
30669,1,Kolte Patil Life Republic Sector R16 16th Avenue Arezo,Hinjewadi,397, Nov 2024,0,New,40
30670,2,Hinjawadi Building D1 Eon Homes,Hinjewadi,1026, May 2023,0,New,55
30671,2,Unique K Ville,Ravet,999, May 2028,0,New,54.27
30672,2,Kalpataru Harmony,Wakad,1040,Ready To Move,7,Resale,84
30673,2,Kasturi Ike No Midori,Bavdhan,900,Ready To Move,23,Resale,79
30674,2,Godrej Prana,Undri,850,Ready To Move,3,Resale,50
30675,2,Mittal Arc Vista,Dhanori,1054, Mar 2026,0,New,61
30676,3,BU Bhandari Chrrysalis,Wagholi,2350,Ready To Move,10,Resale,131
30677,2,Aaiji Vivanta,Balewadi,1100, May 2024,0,New,89
30678,2,Sukhwani Artize,Ravet,950, Jun 2023,0,New,62.38
30679,1,Nemichand Bhumi Siddhi,Fursungi,300,Ready To Move,1,Resale,7.95
30680,2,Shree Sentosa Pride,Tathawade,1300, May 2024,0,New,58
30681,1,Krushna Sai Saksh,Tathawade,680, May 2023,0,New,28
30682,2,Kolte Patil Maestros,Wanowrie,1250, Nov 2027,0,New,97
30683,3,Goel Ganga Platino,Kharadi,1928,Ready To Move,3,Resale,125
30684,1,S K Shree Ganesha,Mamurdi,481,Ready To Move,1,Resale,23
30685,2,Kohinoor Kaleido,Balewadi,1108, Nov 2027,0,New,101
30686,2,Shree Signature Park E F I And J Buildings,Wakad,737, Nov 2025,0,New,70.99
30687,2,Vilas Yashone Eternity,Hinjewadi,900, May 2025,0,New,63
30688,3,Goel Ganga Avanta,Hadapsar,1330,Ready To Move,3,Resale,107
30689,3,Gera Island Of Joy Project,Wagholi,928, Jun 2028,0,New,109
30690,3,Park Express Phase III,Aundh,1725,Ready To Move,3,Resale,175
30691,3,N B Bhalchandra Upvan,Tathawade,1120, May 2023,0,New,60
30692,3,GK Roseland Residency,Pimple Saudagar,1410, Dec 2026,0,New,95
30693,3,Navketan Society,Karve Nagar,2700,Ready To Move,2,Resale,250
30694,2,Rama Metro Life Optima Residences,Tathawade,1009, Mar 2023,0,New,61
30695,2,Unique K Town,Ravet,1500, Feb 2025,0,New,66
30696,3,Sattva H And M Royal,Kondhwa,1300,Ready To Move,16,Resale,90
30697,1,Badhekar Pushkar,Kothrud,672, Feb 2025,0,New,88.76
30698,2,Reputed Builder Puraniks Abitante,Warje,1250,Ready To Move,2,Resale,80
30699,4,Kolte Patil 24K Sereno,Baner,4725, Nov 2023,0,New,379
30700,2,Yashada Splendid County,Lohegaon,957, May 2023,0,New,50.9
30701,2,Udayagiri CHS,Kothrud,1192,Ready To Move,2,Resale,150
30702,2,Kalp Avenue,Moshi,692, Dec 2024,0,New,59.81
30703,2,Nyati Elysia IV,Kharadi,632, Mar 2026,0,New,77.97
30704,2,SSD Sai Orchards,Pimple Saudagar,1200,Ready To Move,13,Resale,72
30705,1,Puraniks Abitante Phase 1A,Bavdhan,585,Ready To Move,1,Resale,48
30706,4,Goel Ganga Legend Building B6,Bavdhan,1944, Nov 2026,0,New,140
30707,2,Global E Homes,Hinjewadi,1050, Nov 2023,0,New,47.25
30708,2,Goel Ganga Ganga Serio G Building,Kharadi,1114, May 2024,0,New,97.36
30709,4,Vikram Midori Towers,Chinchwad,2044, May 2024,0,New,176
30710,4,Gera Isle Royale,Bavdhan,5682,Ready To Move,7,Resale,435
30711,2,Eisha Erica,Dhayari,920, May 2027,0,New,46
30712,3,Guardian Eastern Meadows Phase 2,Kharadi,765, Dec 2024,0,New,97.98
30713,2,VTP Leonara A And D Building,Mahalunge,547, Dec 2023,0,New,53.58
30714,2,Nyati Nyati Era,Dhanori,781, Mar 2025,0,New,69
30715,2,Kolte Patil Ivy Estate Nia,Wagholi,845,Ready To Move,1,Resale,39
30716,1,Mantra Properties 24 West,Gahunje,627, Sep 2024,0,New,35.2
30717,1,Greens,Ravet,655,Ready To Move,1,Resale,36
30718,1,Mahalaxmi Zen Elite,Kharadi,397, Nov 2026,0,New,90
30719,2,Navratna Exotica,Hadapsar,800,Ready To Move,7,Resale,40
30720,3,Reputed Builder Green Acres Housing Society,Kondhwa,2000, Dec 2025,0,New,165
30721,3,Reputed Builder Bhatnagar Enclave,Kondhwa,1550,Ready To Move,3,Resale,110
30722,2,Landmark Mayflower,Baner,1280, Oct 2023,0,New,90
30723,3,Pinnacle Horizon,Chikhali,1255, Aug 2024,0,New,48
30724,2,Shubh Evan,Mundhwa,950, May 2027,0,New,50
30725,3,Gulmohar Renaissance,Wagholi,1300,Ready To Move,7,Resale,95
30726,2,Rachana Bella Casa Tower A,Baner,1150, May 2027,0,New,87
30727,2,Anshul Kosmas,Moshi,906, Dec 2026,0,New,39.3
30728,2,Rajmata Trinity Greens,Wakad,666, Feb 2023,0,New,57.78
30729,4,XYZ,Kalyani Nagar,5000,Ready To Move,17,Resale,700
30730,2,Mayuri Optimum,Kondhwa Budruk,750,Ready To Move,2,Resale,54
30731,2,Venkatesh Oxy Valley Phase 2,Wagholi,1385, Jun 2026,0,New,35
30732,2,Tyagi Windwards,Wakad,1144,Ready To Move,11,Resale,81
30733,4,VTP Urban Space,NIBM Annex Mohammadwadi,2950,Ready To Move,8,Resale,310
30734,2,Lodha Lodha Belmondo,Marunji,2152, Sep 2027,0,New,38.73
30735,2,Kolte Patil Cheryl,Kharadi,1150,Ready To Move,7,Resale,98
30736,1,Sankla Avani,NIBM Annex Mohammadwadi,648, Aug 2023,0,New,33
30737,2,Gagan Ela,NIBM Annex Mohammadwadi,1096,Ready To Move,0,Resale,58
30738,1,Reputed Builder Sundar Sankul,Hadapsar,645,Ready To Move,1,Resale,50
30739,3,Pinnacle 9 Sadashiv C Building,Nanded,1400, May 2023,0,New,96
30740,2,Reelicon Fairy Bell,Sus,973, May 2023,0,New,53
30741,2,GK Silverland Residency Phase III,Ravet,930, Dec 2023,0,New,48
30742,2,Sharada Oxford Classic,Wanowrie,1450, Dec 2023,0,New,125
30743,2,Sanas You57 Tower A,Hinjewadi,800, Nov 2021,0,New,48.34
30744,2,Majestique Manhattan,Wagholi,476, Aug 2023,0,New,46.61
30745,2,Keshar Gold,Lohegaon,941, Dec 2024,0,New,58.1
30746,1,Rama Melange Residences Phase I,Hinjewadi,648, Feb 2026,0,New,32
30747,1,Rohan Ananta Phase I,Tathawade,262, Feb 2023,0,New,32.99
30748,2,Sarthak Optima Heights,Wagholi,902, Mar 2024,0,New,35
30749,3,K Raheja Vistas Building B2,NIBM Annex Mohammadwadi,1560, Aug 2024,0,New,130
30750,2,Majestique Palm Atlantis,Wagholi,1000, Mar 2024,0,New,50
30751,2,VTP Blue Waters,Mahalunge,690, May 2022,0,New,63
30752,2,Prathamesh Excellencia,Tathawade,1010, May 2026,0,New,55
30753,2,Sai Saisha,Tathawade,1000, Jun 2024,0,New,48
30754,2,Kolte Patil Life Republic ORO Avenue,Hinjewadi,895,Ready To Move,2,Resale,59
30755,2,Malpani Cereza,Tathawade,993,Ready To Move,1,Resale,47.5
30756,2,Gulmohar Renaissance,Kharadi,1070,Ready To Move,2,Resale,78
30757,2,Amarnath River Nest,Alandi,980, Dec 2025,0,New,47
30758,4,Kalpataru Jade Residences,Baner,3308, Nov 2024,0,New,420
30759,2,Mantra Majestique Miami Apartments,Dhayari,1050,Ready To Move,6,Resale,65
30760,3,Magarpatta Cosmos,Hadapsar,1450,Ready To Move,14,Resale,145
30761,1,GK Silverland Residency Phase 1,Ravet,600,Ready To Move,1,Resale,36
30762,2,Vilas Yashone Hinjawadi Phase 1,Hinjewadi,598, Dec 2022,0,New,64.33
30763,2,Engineers IOS Tathawade,Tathawade,760,Ready To Move,0,Resale,59.96
30764,2,Shree Dharamaraj Rajlaxmi Greens C Wing,Ravet,1085, Aug 2021,0,New,58.1
30765,2,Sanskruti Sanskruti Meander Wing A,Wagholi,833, Mar 2024,0,New,34
30766,2,Godrej River Greens,Manjari,1000,Ready To Move,2,Resale,70
30767,2,Nyati Elan South East I,Wagholi,950,Ready To Move,2,Resale,45
30768,3,Duville Riverdale Residences I,Kharadi,1491, Sep 2021,0,New,135
30769,2,Kumar Prospera A1 And A2,Hadapsar,678, Jul 2022,0,New,95
30770,3,Supreme Belmac Residences,Wadgaon Sheri,1906, Mar 2026,0,New,195
30771,3,Bhoomi Spring Town,Undri,2500, Nov 2028,0,New,175
30772,4,Amit Ved Vihar,Kothrud,2500,Ready To Move,4,Resale,235
30773,3,Pharande Puneville Phase I,Tathawade,1550, Oct 2025,0,New,130
30774,3,V Top Valonia,Punawale,1621, Dec 2025,0,New,81.65
30775,2,Godrej 24,Hinjewadi,960,Ready To Move,1,Resale,72
30776,2,Gagan Micasaa,Wagholi,1100, Feb 2025,0,New,46
30777,1,Reputed Builder Shravani Garden Society,Viman Nagar,510,Ready To Move,3,Resale,38
30778,2,Vastushodh Urbangram Kondhawe Dhawade,Mundhwa,1220,Ready To Move,2,Resale,129
30779,2,Paranjape Forest Trails,Bhugaon,1700, May 2026,0,New,450
30780,4,Panchshil Towers,Kharadi,4095, Nov 2025,0,New,527
30781,3,Dasscon Yoo One Phase I,NIBM Annex Mohammadwadi,2250, Dec 2027,0,New,189
30782,2,Nexus Westpride,Pimple Saudagar,930, Apr 2023,0,New,66
30783,3,Om Utopia,Wanowrie,1450,Ready To Move,16,Resale,145
30784,2,Arun Developers Aion,Ravet,818,Ready To Move,2,Resale,53
30785,2,Unique K Ville Phase II,Ravet,961, Sep 2024,0,New,49.53
30786,3,Kasturi Apostrophe Next,Wakad,1440, Dec 2028,0,New,154
30787,2,Nyati Nyati Elan Central II,Ravet,1012, Nov 2024,0,New,75
30788,2,Godrej Infinity,Kothrud,991, Jul 2026,0,New,140
30789,2,Supreme Estia,Phase 3,770,Ready To Move,2,Resale,32
30790,3,Mainland Valencia,Wagholi,1200,Ready To Move,4,Resale,53
30791,1,Aarav Balboa Avenue Phase 1,Ravet,658,Ready To Move,5,Resale,33.22
30792,2,Paranjape Gloria Grace,Bavdhan,960, Nov 2026,0,New,84.32
30793,3,Vilas Upper Kharadi,Kharadi,900, Nov 2024,0,New,90
30794,3,Majestique Signature Towers,Balewadi,1620, Dec 2028,0,New,110
30795,3,Duville Riverdale Grove,Erandwane,1692, May 2026,0,New,275
30796,2,Lunkad Blossoms 32,Wagholi,987, May 2022,0,New,52
30797,2,Gera Planet Of Joy,Wagholi,792, Dec 2025,0,New,82
30798,3,Kolte Patil 24K Opula,Pimple Nilakh,1062, Nov 2021,0,New,122
30799,3,Karia Konark Nagar Phase 2,Kothrud,1380, Nov 2027,0,New,145
30800,3,Maheshwari Essentia,Ravet,1350,Ready To Move,3,Resale,85
30801,2,Enerrgia Skyi Manas Lake City,Bhukum,727,Ready To Move,4,Resale,46.12
30802,2,Kohinoor Coral,Hinjewadi,904, Feb 2024,0,New,62
30803,2,Adi The Address,Wakad,980,Ready To Move,6,Resale,67
30804,2,Kolte Patil IVY Apartments,Wagholi,1275, Aug 2024,0,New,62
30805,2,Goel Satellite,Wanowrie,1090,Ready To Move,11,Resale,120
30806,3,Godrej Hillside 1,Mahalunge,878, Mar 2024,0,New,79.3
30807,2,Sattva H And M Royal,Kondhwa,1075, Dec 2022,0,New,70
30808,2,Vertical Alcinia Phase III,NIBM Annex Mohammadwadi,586, Feb 2025,0,New,51.65
30809,2,Mehetre Laxmi Horizon,Tathawade,1026,Ready To Move,4,Resale,52.68
30810,2,Godrej Infinity,Kothrud,991,Ready To Move,2,Resale,140
